drug	phenotype	max_phase_for_ind
CHEMBL3935857	D016889	2
CHEMBL259084	D010190	1
CHEMBL259084	D001943	1
CHEMBL259084	D003110	1
CHEMBL4071161	D015451	2
CHEMBL4071161	D012859	2
CHEMBL2141712	D008268	1
CHEMBL4303729	D008545	1
CHEMBL4303729	D002289	1
CHEMBL4303729	D018281	1
CHEMBL4303729	D007943	1
CHEMBL4303729	D015179	1
CHEMBL4303729	D015614	1
CHEMBL2331680	D008228	1
CHEMBL3813842	D005909	2
CHEMBL3545199	D008223	1
CHEMBL3545083	D019337	1
CHEMBL2386889	D006689	1
CHEMBL2386889	D054198	1
CHEMBL2386889	D015470	1
CHEMBL2386889	D015464	1
CHEMBL2386889	D008228	1
CHEMBL2326966	D006528	1
CHEMBL1952329	D007938	1
CHEMBL1952329	D008228	1
CHEMBL3979920	D016403	2
CHEMBL3979920	D008228	1
CHEMBL3544932	D015451	1
CHEMBL3544932	D009190	1
CHEMBL3544932	D015470	1
CHEMBL3544932	D009101	1
CHEMBL3544932	D055728	1
CHEMBL1944698	D005909	1
CHEMBL1944698	D012004	1
CHEMBL3948730	D006689	2
CHEMBL3948730	D016411	1
CHEMBL3948730	D011087	1
CHEMBL3948730	D010190	1
CHEMBL3948730	D012004	1
CHEMBL3948730	D020522	2
CHEMBL3948730	D015179	1
CHEMBL3040440	D015470	1
CHEMBL3040440	D010190	1
CHEMBL1079593	D008654	1
CHEMBL3989870	D055752	2
CHEMBL3989870	D010051	2
CHEMBL3989870	D005185	2
CHEMBL3545328	D013920	1
CHEMBL3545085	D054198	1
CHEMBL3545085	D015464	1
CHEMBL3544936	D015451	1
CHEMBL3544936	D008223	1
CHEMBL3133037	D008527	1
CHEMBL3133037	D002280	1
CHEMBL3358920	D015212	2
CHEMBL3358920	D008105	2
CHEMBL3358920	D011711	2
CHEMBL2397751	D009798	1
CHEMBL3545087	D029424	1
CHEMBL3694769	D002289	1
CHEMBL3545272	D029424	1
CHEMBL504652	D001007	1
CHEMBL1783256	D001007	1
CHEMBL3545206	D010146	1
CHEMBL75133	D002289	2
CHEMBL3590187	D000505	2
CHEMBL3545392	D065626	2
CHEMBL3545393	D003928	2
CHEMBL3545393	D006973	3
CHEMBL3545093	D015228	2
CHEMBL3545093	D052439	2
CHEMBL3545276	D052439	2
CHEMBL424133	D024821	2
CHEMBL424133	D006973	2
CHEMBL424133	D006937	2
CHEMBL1236924	D020529	2
CHEMBL107430	D015473	2
CHEMBL1716091	D015451	2
CHEMBL1716091	D009101	2
CHEMBL605525	D015663	1
CHEMBL4303201	D012512	1
CHEMBL4303201	D055752	3
CHEMBL4303201	D004938	2
CHEMBL4303201	D012509	3
CHEMBL1088750	D002311	3
CHEMBL1088750	D001172	1
CHEMBL1088750	D013167	2
CHEMBL1088750	D020370	2
CHEMBL445813	D009101	1
CHEMBL495727	D007938	1
CHEMBL495727	D008228	1
CHEMBL283120	D002294	2
CHEMBL283120	D019337	1
CHEMBL283120	D001254	1
CHEMBL283120	D009837	1
CHEMBL283120	D018316	1
CHEMBL1231124	D013920	1
CHEMBL1231124	D055728	1
CHEMBL1231124	D002289	1
CHEMBL1976040	D002294	1
CHEMBL1976040	D018269	2
CHEMBL1976040	D013274	2
CHEMBL1976040	D010051	2
CHEMBL1976040	D002289	2
CHEMBL1976040	D064726	1
CHEMBL1976040	D005185	2
CHEMBL3184679	D000230	2
CHEMBL3184679	D005910	1
CHEMBL3184679	D002289	2
CHEMBL3334567	D013274	2
CHEMBL3334567	D002289	3
CHEMBL3334567	D015179	1
CHEMBL4442620	D002289	1
CHEMBL513909	D015470	2
CHEMBL513909	D008223	1
CHEMBL513909	D011471	2
CHEMBL513909	D055752	2
CHEMBL513909	D002289	2
CHEMBL513909	D010190	2
CHEMBL3545395	D015470	2
CHEMBL3590106	D009190	1
CHEMBL3590106	D015470	1
CHEMBL3590106	D010190	1
CHEMBL2396661	D009101	1
CHEMBL2396661	D010190	1
CHEMBL2396661	D006258	2
CHEMBL2396661	D004938	1
CHEMBL2396661	D012004	1
CHEMBL2396661	D009959	1
CHEMBL2396661	D015179	2
CHEMBL3586404	D006528	2
CHEMBL3586404	D016403	1
CHEMBL3586404	D005909	1
CHEMBL3586404	D009101	1
CHEMBL3586404	D002289	1
CHEMBL105442	D010190	2
CHEMBL105442	D002289	2
CHEMBL105442	D001943	2
CHEMBL105442	D015179	2
CHEMBL4297182	D009437	1
CHEMBL1230165	D018281	1
CHEMBL3545153	D005902	2
CHEMBL3545153	D009798	2
CHEMBL482968	D019337	1
CHEMBL482968	D012509	2
CHEMBL52885	D010190	2
CHEMBL52885	D002289	1
CHEMBL52885	D015179	2
CHEMBL4303323	D019337	1
CHEMBL3545154	D002289	3
CHEMBL3545154	D006258	2
CHEMBL4303214	D015179	3
CHEMBL3545282	D010392	2
CHEMBL571546	D008223	1
CHEMBL362558	D010190	1
CHEMBL1079175	D015451	1
CHEMBL1079175	D002282	2
CHEMBL1079175	D016403	2
CHEMBL1079175	D008545	2
CHEMBL1079175	D011471	2
CHEMBL1079175	D018287	2
CHEMBL1079175	D002289	1
CHEMBL1079175	D018567	1
CHEMBL3545097	D009101	1
CHEMBL3545097	D001943	2
CHEMBL3545217	D055728	1
CHEMBL3905910	D015451	1
CHEMBL3905910	D008545	1
CHEMBL507361	D015179	1
CHEMBL1234354	D001943	2
CHEMBL402548	D007938	2
CHEMBL564829	D006528	2
CHEMBL564829	D013945	2
CHEMBL3813873	D011471	1
CHEMBL3813873	D013586	3
CHEMBL4116008	D015451	1
CHEMBL411907	D005909	2
CHEMBL1667969	D007172	2
CHEMBL1278146	D015179	3
CHEMBL1278146	D001943	2
CHEMBL363648	D001172	2
CHEMBL230011	D009203	1
CHEMBL574737	D009190	1
CHEMBL574737	D015456	1
CHEMBL574737	D007948	1
CHEMBL574737	D015479	1
CHEMBL574737	D015473	1
CHEMBL574737	D015464	1
CHEMBL574737	D007938	1
CHEMBL574737	D008223	2
CHEMBL574737	D011471	1
CHEMBL574737	D055752	2
CHEMBL574737	D010190	2
CHEMBL574737	D007947	1
CHEMBL574737	D015470	1
CHEMBL574737	D002289	1
CHEMBL574737	D002280	1
CHEMBL574737	D064726	1
CHEMBL574737	D018289	1
CHEMBL574737	D018304	1
CHEMBL574737	D016889	1
CHEMBL1090090	D001172	2
CHEMBL119385	D060825	2
CHEMBL3545401	D000230	1
CHEMBL3545401	D008268	2
CHEMBL3545401	D010190	1
CHEMBL3545027	D013964	1
CHEMBL3545027	D008545	1
CHEMBL3545027	D002289	1
CHEMBL3545027	D015179	1
CHEMBL3545285	D015470	2
CHEMBL3545285	D002292	2
CHEMBL3545285	D009101	2
CHEMBL3545285	D002289	2
CHEMBL3545285	D015179	2
CHEMBL3092650	D003704	1
CHEMBL476323	D020181	2
CHEMBL476323	D003704	1
CHEMBL3545403	D007938	2
CHEMBL3545403	D055752	1
CHEMBL3545403	D004938	1
CHEMBL3545403	D013274	1
CHEMBL3545403	D002280	1
CHEMBL3989871	D056648	4
CHEMBL2178573	D003928	2
CHEMBL4297183	D002659	3
CHEMBL3545101	D019337	1
CHEMBL225411	D010146	2
CHEMBL3545223	D009437	2
CHEMBL3545407	D005902	3
CHEMBL232943	D010146	2
CHEMBL324547	D001471	2
CHEMBL324547	D002276	2
CHEMBL324547	D015043	2
CHEMBL324547	D004942	1
CHEMBL3545224	D006689	2
CHEMBL3545224	D009101	2
CHEMBL3545224	D008228	2
CHEMBL1096896	D029424	2
CHEMBL592435	D006333	2
CHEMBL3545164	D009437	2
CHEMBL3545164	D003929	2
CHEMBL3545346	D005764	2
CHEMBL3544947	D053201	2
CHEMBL3545165	D053201	2
CHEMBL582857	D001007	2
CHEMBL1090488	D007172	2
CHEMBL3545347	D006973	1
CHEMBL3545347	D058729	1
CHEMBL3545104	D001014	2
CHEMBL5095030	D006689	2
CHEMBL5095030	D009190	2
CHEMBL5095030	D054198	2
CHEMBL5095030	D015470	2
CHEMBL5095030	D013274	1
CHEMBL5095030	D009101	3
CHEMBL5095030	D000741	2
CHEMBL4802129	D015451	1
CHEMBL4802129	D009190	1
CHEMBL4802129	D015470	1
CHEMBL4802129	D015464	1
CHEMBL3545106	D009765	2
CHEMBL3545225	D006689	1
CHEMBL207433	D043183	2
CHEMBL3545227	D010146	2
CHEMBL3545040	D001281	2
CHEMBL3545169	D001282	2
CHEMBL3545232	D060825	2
CHEMBL3545042	D004827	2
CHEMBL3545293	D006528	1
CHEMBL3183409	D064129	4
CHEMBL3545411	D008593	2
CHEMBL3545412	D065626	2
CHEMBL3545412	D015228	3
CHEMBL3545412	D052439	3
CHEMBL3545110	D011471	1
CHEMBL3545110	D009447	1
CHEMBL3545110	D010051	2
CHEMBL3545110	D001254	1
CHEMBL3545110	D002289	1
CHEMBL3545110	D014594	2
CHEMBL3545110	D018335	1
CHEMBL3545110	D005185	2
CHEMBL3545110	D012509	2
CHEMBL3545235	D002289	1
CHEMBL274654	D009101	1
CHEMBL274654	D010190	1
CHEMBL274654	D015179	1
CHEMBL3186534	D002294	2
CHEMBL3186534	D008223	1
CHEMBL3186534	D008545	2
CHEMBL3186534	D008175	2
CHEMBL3186534	D001661	2
CHEMBL3186534	D010051	3
CHEMBL3186534	D015179	3
CHEMBL3186534	D064726	2
CHEMBL3186534	D018281	2
CHEMBL3186534	D012509	2
CHEMBL3186534	D001201	2
CHEMBL2336071	D003882	2
CHEMBL462605	D019966	1
CHEMBL3545415	D015663	1
CHEMBL3545415	D008593	2
CHEMBL3545043	D006255	2
CHEMBL3402762	D002289	4
CHEMBL3545073	D005901	2
CHEMBL3545073	D009798	2
CHEMBL3545236	D002289	1
CHEMBL4650214	D008224	3
CHEMBL3809489	D009190	1
CHEMBL3809489	D015470	1
CHEMBL3809489	D008545	1
CHEMBL3809489	D002289	1
CHEMBL3809489	D058922	2
CHEMBL67279	D008545	2
CHEMBL67279	D002289	3
CHEMBL3545280	D008080	2
CHEMBL3545280	D009101	1
CHEMBL3545280	D002289	2
CHEMBL3545280	D015179	2
CHEMBL3707383	D003424	3
CHEMBL3707383	D003093	2
CHEMBL3707229	D003876	2
CHEMBL3707313	D008223	1
CHEMBL3707313	D000152	4
CHEMBL484785	D012594	2
CHEMBL3707395	D065626	2
CHEMBL3707395	D008105	3
CHEMBL4303525	D008545	1
CHEMBL2364639	D000071057	4
CHEMBL3622820	D006689	2
CHEMBL3622820	D011565	2
CHEMBL3622820	D001172	2
CHEMBL3622820	D008545	1
CHEMBL3622820	D010190	1
CHEMBL3622820	D002289	2
CHEMBL3622820	D009196	2
CHEMBL3622820	D006086	3
CHEMBL3622820	D011537	2
CHEMBL3663929	D002289	3
CHEMBL1770916	D010190	2
CHEMBL1770916	D001943	2
CHEMBL3707327	D018357	3
CHEMBL3622821	D003876	3
CHEMBL3622821	D003424	3
CHEMBL3622821	D001172	Not Applicable
CHEMBL3622821	D003093	3
CHEMBL3622821	D015535	3
CHEMBL3622821	D013167	3
CHEMBL3707247	D003424	3
CHEMBL3707247	D003093	3
CHEMBL3099695	D008107	1
CHEMBL3099695	D047748	4
CHEMBL3286830	D009447	1
CHEMBL295698	D003480	4
CHEMBL3707220	D052439	2
CHEMBL3707219	D016410	1
CHEMBL3707295	D006009	3
CHEMBL3707227	D015451	2
CHEMBL3707227	D008224	2
CHEMBL3707227	D006528	3
CHEMBL3707227	D006689	2
CHEMBL3707227	D015470	1
CHEMBL3707227	D016403	2
CHEMBL3707227	D013274	2
CHEMBL3707227	D005909	2
CHEMBL3707227	D008223	2
CHEMBL3707227	D011471	3
CHEMBL3707227	D002292	3
CHEMBL3707227	D055752	3
CHEMBL3707227	D008545	3
CHEMBL3707227	D008654	3
CHEMBL3707227	D002583	3
CHEMBL3707227	D009101	1
CHEMBL3707227	D004938	3
CHEMBL3707227	D014565	3
CHEMBL3707227	D064726	3
CHEMBL3707227	D008228	2
CHEMBL3707227	D006258	2
CHEMBL3707227	D018234	2
CHEMBL3707227	D012004	2
CHEMBL3707227	D012751	2
CHEMBL3707227	D009182	2
CHEMBL3707227	D018316	1
CHEMBL3707227	D015179	3
CHEMBL3707326	D010018	4
CHEMBL3707326	D053098	3
CHEMBL3707294	D000230	2
CHEMBL3707277	D005909	3
CHEMBL3707277	D018316	2
CHEMBL3707244	D018589	2
CHEMBL3707358	D009542	2
CHEMBL3707381	D005909	1
CHEMBL3707404	D002289	1
CHEMBL3707325	D001172	2
CHEMBL3707349	D006528	2
CHEMBL3707349	D002292	2
CHEMBL3707348	D002294	2
CHEMBL3707348	D016403	3
CHEMBL3707348	D005909	1
CHEMBL3707348	D001172	2
CHEMBL3707348	D009101	1
CHEMBL3707348	D010190	2
CHEMBL3707348	D002289	2
CHEMBL3581647	D015470	1
CHEMBL190461	D001714	3
CHEMBL190461	D003424	3
CHEMBL190461	D014029	2
CHEMBL190461	D011618	3
CHEMBL363392	D015209	2
CHEMBL363392	D008105	2
CHEMBL3707324	D001943	2
CHEMBL3707324	D016403	3
CHEMBL3707324	D010051	1
CHEMBL3707347	D006073	2
CHEMBL3707276	D000130	4
CHEMBL3707372	D006526	1
CHEMBL3707372	D019698	4
CHEMBL1083390	D003704	2
CHEMBL3707218	D020370	2
CHEMBL3545376	D006528	1
CHEMBL3545376	D008223	1
CHEMBL3545376	D009101	2
CHEMBL3545376	D014565	3
CHEMBL3707392	D003327	2
CHEMBL3989866	D015658	4
CHEMBL3707357	D008268	3
CHEMBL45	D008659	1
CHEMBL45	D008545	3
CHEMBL45	D015427	2
CHEMBL45	D002659	3
CHEMBL45	D005356	2
CHEMBL45	D006258	2
CHEMBL45	D013280	1
CHEMBL45	D003704	3
CHEMBL45	D000071074	1
CHEMBL45	D018805	1
CHEMBL2009089	D001943	2
CHEMBL239129	D007896	3
CHEMBL239129	D007897	2
CHEMBL409153	D001228	4
CHEMBL457299	D015352	2
CHEMBL1230866	D014076	3
CHEMBL1697733	D001714	2
CHEMBL1697766	D001007	3
CHEMBL1697766	D003704	3
CHEMBL3137691	D010019	1
CHEMBL397976	D006450	2
CHEMBL3707365	D008103	3
CHEMBL3707225	D011654	2
CHEMBL3707225	D003371	1
CHEMBL5095022	D006319	1
CHEMBL3707400	D010146	2
CHEMBL3707400	D003929	2
CHEMBL3707400	D003371	2
CHEMBL3707356	D015352	3
CHEMBL3647536	D020195	2
CHEMBL2109406	D002294	1
CHEMBL2109406	D002289	3
CHEMBL2109406	D006258	2
CHEMBL3707403	D001281	2
CHEMBL3707403	D001282	2
CHEMBL3707403	D014693	2
CHEMBL3707403	D017180	2
CHEMBL3833319	D029424	4
CHEMBL3833319	D008107	1
CHEMBL3833370	D008268	1
CHEMBL3833370	D006333	2
CHEMBL3833370	D017240	3
CHEMBL3833385	D006526	2
CHEMBL3833385	D019698	2
CHEMBL3621988	D008224	2
CHEMBL3621988	D015456	2
CHEMBL3621988	D016411	3
CHEMBL3621988	D015470	2
CHEMBL3621988	D003528	2
CHEMBL3621988	D007119	2
CHEMBL3621988	D016403	3
CHEMBL3621988	D008223	3
CHEMBL3621988	D015658	2
CHEMBL3621988	D002289	2
CHEMBL3621988	D008228	2
CHEMBL3833371	D006526	2
CHEMBL3833371	D019698	2
CHEMBL3833372	D003424	3
CHEMBL2109286	D008228	1
CHEMBL2109300	D057092	2
CHEMBL2109379	D017449	1
CHEMBL2109379	D008105	2
CHEMBL2109460	D007896	1
CHEMBL3833393	D006470	4
CHEMBL3833373	D008224	1
CHEMBL3833373	D006528	2
CHEMBL3833373	D015470	1
CHEMBL3833373	D000230	3
CHEMBL3833373	D016403	3
CHEMBL3833373	D008223	2
CHEMBL3833373	D008654	1
CHEMBL3833373	D012516	2
CHEMBL3833373	D002292	3
CHEMBL3833373	D008545	2
CHEMBL3833373	D010190	2
CHEMBL3833373	D014565	3
CHEMBL3833373	D012004	2
CHEMBL3833373	D015179	2
CHEMBL3833374	D013274	3
CHEMBL3833345	D000686	2
CHEMBL2109430	D001172	1
CHEMBL2109629	D008654	2
CHEMBL2109629	D010190	2
CHEMBL2109629	D002289	1
CHEMBL2109629	D010051	1
CHEMBL1547	D006333	4
CHEMBL1547	D012772	3
CHEMBL2105467	D015179	2
CHEMBL1749	D003920	3
CHEMBL1749	D009203	3
CHEMBL1200928	D011014	3
CHEMBL1200928	D013280	2
CHEMBL1200928	D003371	2
CHEMBL483	D015658	3
CHEMBL483	D000163	4
CHEMBL483	D007333	1
CHEMBL483	D019694	4
CHEMBL483	D019698	1
CHEMBL483	D003699	3
CHEMBL1200458	D006973	3
CHEMBL269732	D015451	2
CHEMBL269732	D006528	3
CHEMBL269732	D006689	3
CHEMBL269732	D009190	3
CHEMBL269732	D054198	2
CHEMBL269732	D015470	2
CHEMBL269732	D003876	4
CHEMBL269732	D015464	2
CHEMBL269732	D003424	2
CHEMBL269732	D003920	2
CHEMBL269732	D016403	2
CHEMBL269732	D010145	1
CHEMBL269732	D007246	3
CHEMBL269732	D007938	2
CHEMBL269732	D008223	2
CHEMBL269732	D009447	2
CHEMBL269732	D011565	3
CHEMBL269732	D001172	3
CHEMBL269732	D012509	2
CHEMBL269732	D012595	2
CHEMBL269732	D003093	3
CHEMBL269732	D006976	2
CHEMBL269732	D008268	2
CHEMBL269732	D009101	2
CHEMBL269732	D008107	2
CHEMBL269732	D004679	2
CHEMBL269732	D019337	2
CHEMBL269732	D055728	2
CHEMBL269732	D006526	2
CHEMBL269732	D007674	3
CHEMBL269732	D006331	3
CHEMBL269732	D008171	2
CHEMBL269732	D008178	2
CHEMBL269732	D003092	2
CHEMBL269732	D051436	3
CHEMBL269732	D005922	2
CHEMBL269732	D014820	3
CHEMBL269732	D019698	2
CHEMBL269732	D005923	2
CHEMBL269732	D009404	3
CHEMBL269732	D054556	1
CHEMBL269732	D006086	4
CHEMBL269732	D009157	3
CHEMBL269732	D019693	2
CHEMBL269732	D008181	3
CHEMBL269732	D008228	3
CHEMBL269732	D007952	1
CHEMBL269732	D000741	2
CHEMBL269732	D003233	3
CHEMBL269732	D001228	1
CHEMBL269732	D001989	3
CHEMBL269732	D054429	2
CHEMBL269732	D007724	2
CHEMBL269732	D004820	2
CHEMBL269732	D012628	3
CHEMBL269732	D012751	2
CHEMBL269732	D007683	1
CHEMBL269732	D009182	2
CHEMBL269732	D020522	2
CHEMBL269732	D012594	1
CHEMBL269732	D013789	2
CHEMBL269732	D006937	1
CHEMBL269732	D017086	1
CHEMBL317052	D015356	2
CHEMBL2367706	D057765	1
CHEMBL228814	D008545	2
CHEMBL228814	D011471	2
CHEMBL228814	D002292	2
CHEMBL228814	D002289	2
CHEMBL228814	D001943	2
CHEMBL2336325	D016403	1
CHEMBL2336325	D002289	2
CHEMBL3317857	D014552	4
CHEMBL43048	D013313	3
CHEMBL43048	D019966	1
CHEMBL269259	D009190	1
CHEMBL269259	D054198	1
CHEMBL269259	D015470	1
CHEMBL3989908	D015470	4
CHEMBL2424780	D015658	2
CHEMBL2424780	D006526	1
CHEMBL2424780	D019694	2
CHEMBL3417258	D018357	2
CHEMBL1094636	D005185	4
CHEMBL1094636	D010534	4
CHEMBL3990047	D007169	4
CHEMBL3991432	D018358	4
CHEMBL1201146	D000152	4
CHEMBL1200934	D000152	4
CHEMBL532	D000152	Not Applicable
CHEMBL85	D000374	4
CHEMBL1042	D000740	Not Applicable
CHEMBL730	D000787	4
CHEMBL1055	D000787	4
CHEMBL1487	D000787	4
CHEMBL435	D000787	Not Applicable
CHEMBL521	D001171	4
CHEMBL521	D001172	4
CHEMBL650	D002062	4
CHEMBL650	D003093	4
CHEMBL1621597	D003139	4
CHEMBL1354	D006470	4
CHEMBL2219642	D006470	4
CHEMBL2068884	D006470	4
CHEMBL1201356	D006470	4
CHEMBL137	D004381	4
CHEMBL1741	D004381	4
CHEMBL572	D003556	4
CHEMBL8	D003556	Not Applicable
CHEMBL148	D004696	4
CHEMBL809	D003865	4
CHEMBL637	D003865	4
CHEMBL1175	D003865	4
CHEMBL41	D003865	4
CHEMBL894	D003865	4
CHEMBL654	D003865	4
CHEMBL490	D003865	4
CHEMBL109	D003865	4
CHEMBL1043	D003874	4
CHEMBL650	D007249	4
CHEMBL3989738	D007249	4
CHEMBL3989751	D007249	4
CHEMBL3039597	D007249	4
CHEMBL160	D007249	4
CHEMBL1200558	D007249	4
CHEMBL35	D009404	4
CHEMBL1625	D008548	4
CHEMBL3183184	D008548	4
CHEMBL846	D007676	Not Applicable
CHEMBL1055	D007676	4
CHEMBL1534	D007676	4
CHEMBL1547	D007676	4
CHEMBL857	D007676	Not Applicable
CHEMBL2110563	D007676	Not Applicable
CHEMBL218490	D009798	Not Applicable
CHEMBL2110563	D010024	4
CHEMBL1622	D010024	4
CHEMBL1201474	D006937	4
CHEMBL1491	D006937	4
CHEMBL1201473	D006938	4
CHEMBL585	D006973	Not Applicable
CHEMBL1519	D006973	4
CHEMBL1592	D006973	Not Applicable
CHEMBL1148	D006973	4
CHEMBL1480	D006973	Not Applicable
CHEMBL1165	D006973	4
CHEMBL1684	D006973	Not Applicable
CHEMBL723	D009203	4
CHEMBL1095097	D009203	4
CHEMBL435	D009203	4
CHEMBL582	D011471	4
CHEMBL79	D011471	Not Applicable
CHEMBL20	D012640	4
CHEMBL137	D011014	4
CHEMBL650	D011014	4
CHEMBL766	D011014	4
CHEMBL927	D011014	4
CHEMBL1368	D014552	4
CHEMBL148	D014552	4
CHEMBL1331216	D014552	4
CHEMBL191083	D014552	4
CHEMBL148	D018805	4
CHEMBL6	D015210	4
CHEMBL154	D015210	4
CHEMBL1064	D020521	4
CHEMBL932	D020521	4
CHEMBL1200810	D051436	4
CHEMBL638	D058387	4
CHEMBL521	D059787	4
CHEMBL1237044	D059787	4
CHEMBL1457	D059787	4
CHEMBL70	D059787	4
CHEMBL112	D059787	4
CHEMBL469	D059787	4
CHEMBL118	D059787	4
CHEMBL139	D059787	4
CHEMBL596	D059787	4
CHEMBL1077896	D059787	4
CHEMBL571	D059787	4
CHEMBL154	D059787	4
CHEMBL1161	D065631	Not Applicable
CHEMBL1231574	D000152	4
CHEMBL1014	D000787	Not Applicable
CHEMBL421	D001171	4
CHEMBL1364144	D001172	4
CHEMBL1201265	D001172	4
CHEMBL1364144	D002062	4
CHEMBL139	D006470	4
CHEMBL1429	D006470	4
CHEMBL1201231	D003233	4
CHEMBL1106	D003233	4
CHEMBL766	D004696	4
CHEMBL715	D003865	4
CHEMBL716	D003865	4
CHEMBL1355	D003866	4
CHEMBL389621	D007249	4
CHEMBL539	D007249	4
CHEMBL1198	D007249	4
CHEMBL1200522	D008548	4
CHEMBL1594	D007676	4
CHEMBL813	D006973	Not Applicable
CHEMBL730	D009203	4
CHEMBL836	D011471	Not Applicable
CHEMBL52440	D012852	4
CHEMBL73234	D012852	4
CHEMBL1200572	D018798	4
CHEMBL766	D018805	4
CHEMBL1256786	D029481	4
CHEMBL569713	D020250	4
CHEMBL3707314	D051436	4
CHEMBL963	D059787	4
CHEMBL511142	D059787	4
CHEMBL1477036	D000740	4
CHEMBL90593	D001172	4
CHEMBL1201529	D001943	4
CHEMBL1440	D004381	4
CHEMBL505	D003371	4
CHEMBL455	D007249	4
CHEMBL398440	D007249	4
CHEMBL989	D008548	4
CHEMBL1323699	D008548	4
CHEMBL573	D007676	4
CHEMBL1364	D007676	Not Applicable
CHEMBL196	D007676	Not Applicable
CHEMBL2355051	D007246	4
CHEMBL131	D011657	4
CHEMBL1042	D018798	Not Applicable
CHEMBL1547	D018798	4
CHEMBL1231574	D018798	4
CHEMBL582	D015535	4
CHEMBL1422	D020521	4
CHEMBL604	D000740	4
CHEMBL582	D001172	4
CHEMBL6966	D006973	4
CHEMBL582	D013167	4
CHEMBL1370	D029481	4
CHEMBL651	D059787	4
CHEMBL582	D000172	4
CHEMBL1355	D000740	Not Applicable
CHEMBL582	D003093	4
CHEMBL1393	D009404	4
CHEMBL1622	D007676	Not Applicable
CHEMBL649	D006973	4
CHEMBL90593	D010146	4
CHEMBL1590	D010146	4
CHEMBL505	D012852	4
CHEMBL622	D059787	4
CHEMBL3988900	D000740	4
CHEMBL582	D000740	4
CHEMBL1141	D000740	4
CHEMBL1201645	D000740	4
CHEMBL1200731	D006470	4
CHEMBL1201147	D008548	4
CHEMBL1364	D010024	4
CHEMBL656	D059787	4
CHEMBL398707	D059787	4
CHEMBL689	D001929	4
CHEMBL1747	D003233	4
CHEMBL972	D003865	4
CHEMBL900	D010146	4
CHEMBL1422	D009203	4
CHEMBL87992	D012640	4
CHEMBL1215	D012852	4
CHEMBL573	D018798	4
CHEMBL1201550	D016410	4
CHEMBL6	D059787	4
CHEMBL3991443	D000740	4
CHEMBL902	D001172	4
CHEMBL582	D011565	4
CHEMBL541	D014552	4
CHEMBL3988900	D018798	Not Applicable
CHEMBL2103792	D002277	2
CHEMBL2103792	D002292	1
CHEMBL2103792	D015658	1
CHEMBL2103792	D008258	1
CHEMBL2103792	D009182	1
CHEMBL2103792	D018805	1
CHEMBL2110579	D005221	2
CHEMBL1742988	D020528	1
CHEMBL491473	D009362	1
CHEMBL313006	D058729	3
CHEMBL313006	D050171	3
CHEMBL313006	D052439	2
CHEMBL3247378	D006528	2
CHEMBL3247378	D016411	2
CHEMBL3247378	D008223	1
CHEMBL3247378	D009101	2
CHEMBL2365940	D029424	2
CHEMBL1743029	D014777	4
CHEMBL1201191	D012220	3
CHEMBL4084119	D016540	2
CHEMBL259209	D001416	3
CHEMBL55	D002289	2
CHEMBL254316	D008105	2
CHEMBL307697	D012514	1
CHEMBL1336	D054198	1
CHEMBL1336	D018288	1
CHEMBL1336	D000306	2
CHEMBL398435	D029424	4
CHEMBL398435	D000072657	3
CHEMBL398435	D000072658	3
CHEMBL1201835	D003882	3
CHEMBL1201835	D019449	3
CHEMBL1201835	D010391	2
CHEMBL1742982	D014823	2
CHEMBL1742982	D012178	3
CHEMBL298817	D014008	1
CHEMBL1742992	D007938	1
CHEMBL1742992	D008223	1
CHEMBL377300	D009362	1
CHEMBL1201834	D002292	1
CHEMBL1201834	D008545	2
CHEMBL1201834	D011111	2
CHEMBL1201834	D006519	2
CHEMBL1743001	D000077192	2
CHEMBL1743001	D000306	2
CHEMBL48361	D020521	4
CHEMBL48361	D006470	2
CHEMBL560592	D000072657	2
CHEMBL70927	D003704	1
CHEMBL2105637	D001424	4
CHEMBL2105637	D011014	1
CHEMBL1208155	D011085	2
CHEMBL1743010	D007952	2
CHEMBL27759	D005910	1
CHEMBL27759	D011471	1
CHEMBL27759	D010190	1
CHEMBL1743016	D000077192	2
CHEMBL1743016	D010534	2
CHEMBL2103829	D005356	2
CHEMBL2103829	D009437	1
CHEMBL2103829	D059350	1
CHEMBL2103830	D016553	4
CHEMBL2103830	D006470	4
CHEMBL2103830	D008180	2
CHEMBL1628502	D003929	2
CHEMBL2108701	D007246	1
CHEMBL2108701	D007022	1
CHEMBL1863513	D002277	2
CHEMBL1231574	D001289	2
CHEMBL3301675	D000236	2
CHEMBL1088752	D020391	3
CHEMBL272980	D007938	1
CHEMBL272980	D008545	1
CHEMBL272980	D001749	2
CHEMBL3833333	D010523	2
CHEMBL3833333	D002189	2
CHEMBL2103831	D051437	1
CHEMBL1476022	D011085	1
CHEMBL1476022	D004412	2
CHEMBL1743062	D002294	2
CHEMBL1743062	D008654	2
CHEMBL1743062	D001749	3
CHEMBL1743062	D013945	2
CHEMBL1743062	D018281	2
CHEMBL447955	D004820	2
CHEMBL1742994	D016411	2
CHEMBL1742994	D008654	2
CHEMBL4594246	D014552	3
CHEMBL2103837	D000686	4
CHEMBL1257051	D001424	4
CHEMBL271227	D002289	1
CHEMBL1201836	D054198	2
CHEMBL1201836	D002051	2
CHEMBL1201836	D000163	2
CHEMBL1201836	D008258	2
CHEMBL1201574	D018856	2
